date,open,close
2018-11-28,3137.75,3178.93
2018-11-27,3152.77,3137.24
2018-11-26,3148.67,3141.24
2018-11-23,3208.59,3143.48
2018-11-22,3232.97,3214.43
2018-11-21,3187.1,3226.49
2018-11-20,3268.08,3218.41
2018-11-19,3258.79,3294.6
2018-11-16,3242.88,3257.67
2018-11-15,3201.28,3242.37
2018-11-14,3233.64,3204.94
2018-11-13,3164.92,3237.38
2018-11-12,3160.25,3205.14
